2	1	1.6971199132648227	1.6971199132648227
3	1	1.6965954143519304	1.6965954143519304
3	2	1.6998952908929421	1.6998952908929421
4	1	1.0398297937643444	1.0398297937643444
4	2	1.0414614731232279	1.0414614731232279
4	3	1.0410024015342141	1.0410024015342141
5	1	2.0902480714020526	2.0902480714020526
5	2	2.0931595734678230	2.0931595734678230
5	3	2.0954839536488934	2.0954839536488934
5	4	1.4995429303624463	1.4995429303624463
6	1	2.1479638294910983	2.6479638294910983
6	2	2.1410719889612988	2.6410719889612988
6	3	2.7449622599505279	3.2449622599505279
6	4	2.1135375558527443	2.1135375558527443
6	5	1.0804804486893782	1.0804804486893782
7	4	2.4808637608703941	2.4808637608703941
7	5	1.5434707642193954	1.5434707642193954
7	6	2.1516007994049460	2.1516007994049460
8	4	2.8894468475708561	3.2485016870418320
8	5	2.4359386281267432	2.4359386281267432
8	7	1.3183205224830556	1.3183205224830556
9	1	2.3059354512304404	2.8059354512304404
9	2	3.5918954095563524	4.0918954095563524
9	3	3.4020010348585266	3.9020010348585266
9	5	2.5414802773187133	2.5414802773187133
9	6	2.0705494821700392	2.5705494821700392
9	7	1.9922831124114864	1.9922831124114864
9	8	0.9820371683393655	0.9820371683393655
10	5	3.8637032753564311	3.8637032753564311
10	7	2.4703726439547538	2.4703726439547538
10	8	1.5065025721849952	1.5065025721849952
10	9	2.1592686261787817	2.1592686261787817
11	7	3.6388537376042245	3.7493229870451610
11	8	2.4979113274894287	2.4979113274894287
11	10	1.5453002944411793	1.5453002944411793
12	1	4.6697754128045235	5.0000000000000000
12	6	4.1808726654539852	4.6808726654539852
12	8	2.1170238543767055	2.1170238543767055
12	9	2.6259100045420127	3.1259100045420127
12	10	1.0817735437696734	1.0817735437696734
12	11	2.1445248891071418	2.1445248891071418
13	8	3.6782497313713227	3.7343174999981406
13	10	2.4704090754366970	2.4704090754366970
13	11	1.3372284771122709	1.3372284771122709
14	9	4.1526587161109321	4.6526587161109321
14	10	2.5824364464590404	2.5824364464590404
14	11	2.0046692994107542	2.0046692994107542
14	12	2.3587621792877402	2.8587621792877402
14	13	0.9809276222025763	0.9809276222025763
15	10	3.9097942401103407	3.9097942401103407
15	11	2.5090081705725891	2.5090081705725891
15	13	1.5194571399022747	1.5194571399022747
15	14	2.1645029452509417	2.1645029452509417
16	11	2.9532065308190596	3.2964488378435099
16	13	2.4647306140834129	2.4647306140834129
16	15	1.5349570026551225	1.5349570026551225
17	12	4.5272097242861928	5.0000000000000000
17	13	2.1088153072282072	2.1088153072282072
17	14	1.9526143389139539	2.4526143389139539
