2	1	1.7170955127773180	1.7170955127773180
3	1	1.7138045396135473	1.7138045396135473
3	2	1.7167862417901651	1.7167862417901651
4	1	1.0393310348488582	1.0393310348488582
4	2	1.0407276300742665	1.0407276300742665
4	3	1.0403984813522180	1.0403984813522180
5	1	2.0578670996932713	2.0578670996932713
5	2	2.0581914391037577	2.0581914391037577
5	3	2.0579647713214135	2.0579647713214135
5	4	1.4868833175471434	1.4868833175471434
6	1	2.1539301189884390	2.6539301189884390
6	2	2.6132221114658867	3.1132221114658867
6	3	2.1839548489714433	2.6839548489714433
6	4	2.0972708456467903	2.0972708456467903
6	5	1.0801356396305053	1.0801356396305053
7	4	2.4877616445310831	2.4877616445310831
7	5	1.5267121536163908	1.5267121536163908
7	6	2.1373921025399154	2.1373921025399154
8	4	3.3171754666436435	3.5971759638027905
8	5	2.4253241020531662	2.4253241020531662
8	7	1.3279160365023084	1.3279160365023084
9	1	3.2828405707348307	3.7828405707348307
9	2	4.0339256163774095	4.5339256163774095
9	3	3.9068451653974634	4.4068451653974634
9	5	2.5321271690023783	2.5321271690023783
9	6	1.9777064211685160	2.4777064211685160
9	7	1.9972696362784872	1.9972696362784872
9	8	0.9782479235858359	0.9782479235858359
10	5	3.8024102882250883	3.8024102882250883
10	7	2.4321928377495077	2.4321928377495077
10	8	1.4557036099426295	1.4557036099426295
10	9	2.1115245676998415	2.1115245676998415
11	7	2.8783583479609884	3.2025748029620722
11	8	2.4513940931641329	2.4513940931641329
11	10	1.5166166292112189	1.5166166292112189
12	1	4.1619655871890444	4.6619655871890444
12	6	4.1640765109405375	4.6640765109405375
12	8	2.0568320300889917	2.0568320300889917
12	9	2.4338700666350319	2.9338700666350319
12	10	1.0847621859191068	1.0847621859191068
12	11	2.1127808689024037	2.1127808689024037
13	8	3.0149963317401141	3.3626624305534407
13	10	2.3824479007944750	2.3824479007944750
13	11	1.3147090932978285	1.3147090932978285
14	9	3.9611227449566737	4.4611227449566737
14	10	2.4656798251192309	2.4656798251192309
14	11	1.9734262083999996	1.9734262083999996
14	12	1.8742850469489243	2.3742850469489243
14	13	0.9692940730242813	0.9692940730242813
15	10	3.7538121956219386	3.7538121956219386
15	11	2.4112921847009745	2.4112921847009745
15	13	1.4403548173974354	1.4403548173974354
15	14	2.0915613784921541	2.0915613784921541
16	11	2.9306497515738554	3.2726599608958011
16	13	2.4109139345899511	2.4109139345899511
